material_id,formula,band_gap,elements,nelements,nsites,volume,density,formation_energy_per_atom,energy_above_hull,is_stable
mp-15395,CsBePO4,5.197800000000001,"['Be', 'Cs', 'O', 'P']",4,28,411.2560138813161,3.825971360046299,-2.868731574542576,0.0,True
mp-28873,CsBrO3,4.1681,"['Br', 'Cs', 'O']",3,5,99.77612005813248,4.340530531763628,-1.0589733319310348,0.0,True
mp-555131,CsCO2,4.1557,"['C', 'Cs', 'O']",3,32,615.5561270749974,3.8180003620727176,-1.896073517413794,0.0,True
mp-1201263,CsCa(PO3)3,5.3093,"['Ca', 'Cs', 'O', 'P']",4,56,997.286933031124,2.7300221926647787,-2.902119883113125,0.0,True
mp-1019714,CsCa10(PO4)7,5.2034,"['Ca', 'Cs', 'O', 'P']",4,92,1235.5739086816866,3.2213874518026757,-3.2834186061338078,0.0,True
mp-862701,CsCaCO3F,4.5255,"['C', 'Ca', 'Cs', 'F', 'O']",5,21,351.60451031848226,3.5702655816716877,-2.780834533045977,0.0,True
mp-13738,CsCd(PO3)3,4.316,"['Cd', 'Cs', 'O', 'P']",4,56,956.8970911033516,3.3473427595281198,-2.542729353291697,0.0,True
mp-30206,CsClO4,5.5028,"['Cl', 'Cs', 'O']",3,24,459.1354736465206,3.361415740897432,-1.1040360011925294,0.0,True
mp-1213686,CsCr(MoO4)2,3.126408984580121,"['Cr', 'Cs', 'Mo', 'O']",4,24,476.8980463419617,3.5152231133756917,-2.1634469795545974,0.0,True
mp-1202355,CsCrH24(SeO10)2,3.9853,"['Cr', 'Cs', 'H', 'O', 'Se']",5,192,2053.9904558980093,2.221608231696686,-1.3566197002467224,0.0,True
mp-572231,CsDy(MoO4)2,3.602,"['Cs', 'Dy', 'Mo', 'O']",4,24,407.0638866945828,5.019838871617166,-2.546839806776821,0.0,True
mp-1213681,CsDy(WO4)2,3.4395465476529714,"['Cs', 'Dy', 'O', 'W']",4,24,343.23023646457324,7.65445575353463,-2.645444619276818,0.0,True
mp-1213682,CsEr(MoO4)2,4.012463181921765,"['Cs', 'Er', 'Mo', 'O']",4,12,260.97997179907645,3.9451305752005226,-2.5773257508045986,0.0,True
mp-1198204,CsErP2O7,5.1389953988872055,"['Cs', 'Er', 'O', 'P']",4,44,753.4440907494354,4.179604004738464,-3.158335579221898,0.0,True
mp-1192997,CsFeP(H6O5)2,4.6479,"['Cs', 'Fe', 'H', 'O', 'P']",5,25,262.34495367468827,2.480023363276805,-1.600414533971921,0.0,True
mp-644325,CsFeSiO4,3.0859,"['Cs', 'Fe', 'O', 'Si']",4,28,510.2964452856019,3.655405316668624,-2.5058482538793103,0.0,True
mp-1213179,CsGa(SO4)2,4.002649331357473,"['Cs', 'Ga', 'O', 'S']",4,12,185.62035926265847,3.531422222124016,-2.040740989346264,0.0,True
mp-1200987,CsGa(SeO3)2,3.5463,"['Cs', 'Ga', 'O', 'Se']",4,40,711.1097659150507,4.264379985380818,-1.6972206941842671,0.0,True
mp-555006,CsGa2P5O16,4.419142955950477,"['Cs', 'Ga', 'O', 'P']",4,48,678.8859712198167,3.34223432058608,-2.613922915536228,0.0,True
mp-1201408,CsGaBP2HO9,4.6544,"['B', 'Cs', 'Ga', 'H', 'O', 'P']",6,60,796.3651187820082,3.506297294306289,-2.5495507249571707,0.0,True
mp-738629,CsGaH24(SO10)2,5.2373,"['Cs', 'Ga', 'H', 'O', 'S']",5,192,1921.749523418731,2.11158585350802,-1.4802628823365662,0.0,True
mp-1213401,CsGaO2,3.8807,"['Cs', 'Ga', 'O']",3,64,1144.3867947477895,5.447217254884868,-2.0979831669450424,0.0,True
mp-1200666,CsGaP3HO10,4.8914,"['Cs', 'Ga', 'H', 'O', 'P']",5,32,459.3844568662088,3.300598820019395,-2.52582192045836,0.0,True
mp-1213392,CsGd(MoO4)2,3.0820000000000003,"['Cs', 'Gd', 'Mo', 'O']",4,24,414.0703401260399,4.8927905843743495,-2.5294922603879315,0.0,True
mp-573001,CsGd(PO3)4,3.427,"['Cs', 'Gd', 'O', 'P']",4,72,1032.9374212024215,3.897074716374079,-2.909968551845923,0.0,True
mp-1213254,CsGd(WO4)2,3.0973000000000006,"['Cs', 'Gd', 'O', 'W']",4,24,347.1072890827366,7.518727149079172,-2.6311296908045976,0.0,True
mp-1213543,CsH3(SO4)2,5.6517,"['Cs', 'H', 'O', 'S']",4,56,855.0334741631347,2.5484254536679534,-1.7677624139932264,0.0,True
mp-1228884,CsH3(SeO3)2,4.1517,"['Cs', 'H', 'O', 'Se']",4,24,367.1744928913315,3.5261380165147123,-1.402650158174389,0.0,True
mp-1197584,CsH3(SeO4)2,3.6551,"['Cs', 'H', 'O', 'Se']",4,56,953.0257600464104,2.940064186990129,-1.3251135653994766,0.0,True
mp-626417,CsH3O2,4.1021,"['Cs', 'H', 'O']",3,6,75.67563998889591,3.684820164048475,-1.441926417234195,0.0,True
mp-541005,CsH5O3,4.5517,"['Cs', 'H', 'O']",3,72,792.7640444094515,3.1158446462177483,-1.399495545933909,0.0,True
mp-28204,CsH7O4,4.589,"['Cs', 'H', 'O']",3,48,498.1938042622179,2.71927329337209,-1.3765666798670892,0.0,True
mp-1238754,CsHCO3,4.9544,"['C', 'Cs', 'H', 'O']",4,24,382.77107136775936,3.3650980037106497,-1.8686227451508632,0.0,True
mp-625136,CsHO,3.4373,"['Cs', 'H', 'O']",3,6,110.80322010826264,4.493299881313835,-1.4876819619683914,0.0,True
mp-643586,CsHS2(O3F)2,5.6738,"['Cs', 'F', 'H', 'O', 'S']",5,24,397.4468876674524,2.7745077941069387,-2.011491222575431,0.0,True
mp-1190463,CsHS2O7,5.3156,"['Cs', 'H', 'O', 'S']",4,22,376.2337403837436,2.7367677897321303,-1.865770863264106,0.0,True
mp-1192419,CsHSO4,5.340199999999999,"['Cs', 'H', 'O', 'S']",4,28,447.5696387277514,3.412958220750739,-1.9596238565578816,0.0,True
mp-24141,CsHSeO4,3.6444,"['Cs', 'H', 'O', 'Se']",4,28,528.5508357349938,3.4793633309557066,-1.5106688583212748,0.0,True
mp-1213347,CsHo(MoO4)2,3.541895978468049,"['Cs', 'Ho', 'Mo', 'O']",4,24,408.9327832716731,5.016634733630792,-2.5524846820545988,0.0,True
mp-1213191,CsHo(WO4)2,3.3911999999999995,"['Cs', 'Ho', 'O', 'W']",4,24,339.5427940099077,7.761354348861142,-2.644048072054596,0.0,True
mp-28295,CsIO3,3.1020000000000003,"['Cs', 'I', 'O']",3,10,203.89247464229047,5.013695704488976,-1.3727263769310425,0.0,True
mp-560851,CsIOF4,4.9513,"['Cs', 'F', 'I', 'O']",4,28,566.6890221817267,4.123478625938336,-2.1667478174507395,0.0,True
mp-16464,CsIn(PO3)4,4.3152,"['Cs', 'In', 'O', 'P']",4,216,3506.359680713594,3.202975171029577,-2.591154096429256,0.0,True
mp-1229308,CsIn3H6(Se3O10)2,3.5445,"['Cs', 'H', 'In', 'O', 'Se']",5,144,2233.570153558245,3.797984001158904,-1.4751081721866024,0.0,True
mp-1200734,CsInP2O7,3.7897,"['Cs', 'In', 'O', 'P']",4,44,699.9809445653827,4.001218381064551,-2.6062124632370502,0.0,True
mp-1192413,CsInTe3O8,3.0752,"['Cs', 'In', 'O', 'Te']",4,26,498.2750742029824,5.05564063383743,-1.7127336066401404,0.0,True
mp-554015,CsK(ClO4)2,5.5392,"['Cl', 'Cs', 'K', 'O']",4,12,222.19613580198288,2.771885124207218,-1.0944346205754314,0.0,True
mp-573324,CsK2Ho(PO4)2,4.8718,"['Cs', 'Ho', 'K', 'O', 'P']",5,14,229.2449498592952,4.099648691735777,-2.9856876227457763,0.0,True
mp-1213137,CsK2LaV2O8,3.6932,"['Cs', 'K', 'La', 'O', 'V']",5,28,495.3303607470506,3.8880027271962914,-2.716559512082513,0.0,True
mp-8564,CsK2Sc(PO4)2,4.0983,"['Cs', 'K', 'O', 'P', 'Sc']",5,14,214.92504406817503,3.445859789091046,-2.943092079888634,0.0,True
mp-17718,CsKNa2Li12(SiO4)4,4.722099999999999,"['Cs', 'K', 'Li', 'Na', 'O', 'Si']",6,36,399.0887114149231,2.786121729467044,-2.617462862212883,0.0,True
mp-559375,CsKTeH6SO10,3.3065,"['Cs', 'H', 'K', 'O', 'S', 'Te']",6,80,1057.6007049177322,3.125820725778441,-1.6563798708035915,0.0,True
mp-559234,CsLa(PO3)4,5.0452,"['Cs', 'La', 'O', 'P']",4,36,608.7772521385027,3.2060881537444472,-2.939190691568145,0.0,True
mp-560260,CsLa(SO4)2,4.3605,"['Cs', 'La', 'O', 'S']",4,48,785.4290981192605,3.9233792470530826,-2.581556988929597,0.0,True
mp-1213173,CsLa(WO4)2,3.6002000000000005,"['Cs', 'La', 'O', 'W']",4,24,363.6143663759611,7.0098478394615045,-2.6577179403879305,0.0,True
mp-1019715,CsLi(B3O5)2,5.0869,"['B', 'Cs', 'Li', 'O']",4,36,509.4523372032271,2.3774915447116984,-2.8415637359993613,0.0,True
mp-560667,CsLi(PO3)2,5.6245,"['Cs', 'Li', 'O', 'P']",4,80,1280.6803992397615,3.088936498591616,-2.6983586913524222,0.0,True
mp-697181,CsLi2(HO)3,4.1415,"['Cs', 'H', 'Li', 'O']",4,18,215.58944429193184,3.0471840341830263,-1.6948288144524268,0.0,True
mp-555082,CsLi5(BO3)2,3.4975,"['B', 'Cs', 'Li', 'O']",4,28,341.7902776520453,2.771486979774904,-2.4985218996182263,0.0,True
mp-1195536,CsLi5Mn(P2O7)2,4.2638,"['Cs', 'Li', 'Mn', 'O', 'P']",5,100,1316.4909129817472,2.8780444591025427,-2.700472152612972,0.0,True
mp-561778,CsLiCrO4,3.0634,"['Cr', 'Cs', 'Li', 'O']",4,28,519.0158085384289,3.2741397131985184,-2.0949266768555006,0.0,True
mp-551629,CsLiMoO4,4.424,"['Cs', 'Li', 'Mo', 'O']",4,7,147.7563147203685,3.369081933054382,-2.2603924975697884,0.0,True
mp-6726,CsLiSO4,5.2736,"['Cs', 'Li', 'O', 'S']",4,28,478.0546973635921,3.277752102863532,-2.301333417212643,0.0,True
mp-1178391,CsLiWO4,4.4251,"['Cs', 'Li', 'O', 'W']",4,7,158.5488051659194,4.060355509481558,-2.321442898998358,0.0,True
mp-1213076,CsLu(MoO4)2,3.713333572450164,"['Cs', 'Lu', 'Mo', 'O']",4,12,254.7237944758893,4.092273764795103,-2.5863077280268207,0.0,True
mp-554854,CsLuP2O7,5.1874,"['Cs', 'Lu', 'O', 'P']",4,44,731.0312726773673,4.377782181458368,-3.170149200964322,0.0,True
mp-1229321,CsMg(PO3)3,4.8472,"['Cs', 'Mg', 'O', 'P']",4,168,2752.1470405771,2.8536070458041243,-2.8061805601964585,0.0,True
mp-1193046,CsMgAs(H6O5)2,4.289667138336261,"['As', 'Cs', 'H', 'Mg', 'O']",5,25,260.00528763446084,2.581583321699588,-1.5859091226862074,0.0,True
mp-761178,CsMgP(H6O5)2,4.824677837094026,"['Cs', 'H', 'Mg', 'O', 'P']",5,25,260.2974338072972,2.2983254324364752,-1.7377526885719214,0.0,True
mp-18329,CsMgPO4,4.4168,"['Cs', 'Mg', 'O', 'P']",4,28,501.75506717037325,3.338343999701922,-2.9067151859711475,0.0,True
mp-1204881,CsMnGa2P3(H2O7)2,3.3475,"['Cs', 'Ga', 'H', 'Mn', 'O', 'P']",6,50,614.5074645892844,3.5033524639534224,-2.2848670522605903,0.0,True
mp-1205190,CsMoAsH2O7,3.8088,"['As', 'Cs', 'H', 'Mo', 'O']",5,48,713.0168512162197,3.891845783450808,-1.7924052128879324,0.0,True
mp-1104015,CsMoO2F3,3.9705,"['Cs', 'F', 'Mo', 'O']",4,14,254.1301567289933,4.1536577182225445,-2.596865408522168,0.0,True
mp-1203598,CsMoP2HO9,3.6265,"['Cs', 'H', 'Mo', 'O', 'P']",5,56,852.0205456494671,3.3973616430128604,-2.347129324835116,0.0,True
mp-18496,CsMoP2O7,3.7947,"['Cs', 'Mo', 'O', 'P']",4,44,700.3016829124639,3.820333523248247,-2.592787929676444,0.0,True
mp-561851,CsNO3,3.897,"['Cs', 'N', 'O']",3,45,782.5278761941025,3.722431336975817,-1.41455442526437,0.0,True
mp-8871,CsNa2BO3,3.247,"['B', 'Cs', 'Na', 'O']",4,14,210.52997743564893,3.7495894363527063,-2.224025207368637,0.0,True
mp-1205112,CsNa2H3(SO4)3,5.355300000000001,"['Cs', 'H', 'Na', 'O', 'S']",5,84,1230.6214682628108,2.5372994311163395,-1.9225448236268472,0.0,True
mp-18182,CsNa3TiO4,3.4808,"['Cs', 'Na', 'O', 'Ti']",4,36,621.5900108808934,3.352540775665997,-2.3951630360696043,0.0,True
mp-1213599,CsNaNbOF5,4.3454,"['Cs', 'F', 'Na', 'Nb', 'O']",5,72,1327.38963992341,3.6007535016558805,-3.263782359559388,0.0,True
mp-572951,CsNaSi2O5,4.4582,"['Cs', 'Na', 'O', 'Si']",4,72,1176.917664613189,3.2966274800432,-2.905090861920498,0.0,True
mp-560791,CsNaTiO3,3.3586,"['Cs', 'Na', 'O', 'Ti']",4,12,196.28779676013696,4.259643465131045,-2.74204024072797,0.0,True
mp-6257,CsNb(BO3)2,3.2987,"['B', 'Cs', 'Nb', 'O']",4,20,309.94725610318204,3.679847498494121,-2.89789627879885,0.0,True
mp-27556,CsNbO3,3.319,"['Cs', 'Nb', 'O']",3,40,769.5758857758333,4.726470918186966,-2.832048803681034,0.0,True
mp-1213270,CsNd(MoO4)2,3.6680073678903735,"['Cs', 'Mo', 'Nd', 'O']",4,24,438.65572658081015,4.520079772981332,-2.529240501846265,0.0,True
mp-1226879,CsNd(PO3)4,5.5905000000000005,"['Cs', 'Nd', 'O', 'P']",4,108,1824.986040632797,3.2375862482471907,-2.926252741429256,0.0,True
mp-1213150,CsNd(WO4)2,3.4764000000000004,"['Cs', 'Nd', 'O', 'W']",4,24,356.5980038107378,7.197472745850902,-2.6326256322629304,0.0,True
mp-1197651,CsP(HO2)2,5.201099999999999,"['Cs', 'H', 'O', 'P']",4,32,459.3921581709574,3.3239209080112717,-2.183059247412253,0.0,True
mp-542541,CsPH3O4F,5.6175,"['Cs', 'F', 'H', 'O', 'P']",5,80,1088.8566235421229,3.048828324450085,-2.142641974429803,0.0,True
mp-1229133,CsPHO3F,5.1985,"['Cs', 'F', 'H', 'O', 'P']",5,14,244.79246193914213,3.145946856878568,-2.489686133649719,0.0,True
mp-1192530,CsPPbO4,4.0581,"['Cs', 'O', 'P', 'Pb']",4,28,536.041133913765,5.39109409150986,-2.4275710377568607,0.0,True
mp-18698,CsPr(CO3)2,4.5623,"['C', 'Cs', 'O', 'Pr']",4,40,627.3879790481557,4.169487596145054,-2.5362492983821845,0.0,True
mp-572452,CsPr(MoO4)2,3.6994,"['Cs', 'Mo', 'O', 'Pr']",4,24,431.3956980180339,4.570479606518977,-2.524512056360154,0.0,True
mp-17770,CsPr(PO3)4,5.2958,"['Cs', 'O', 'P', 'Pr']",4,36,575.7144533272304,3.4017609272408014,-2.920340307771848,0.0,True
mp-540686,CsPr(SO4)2,5.413600000000001,"['Cs', 'O', 'Pr', 'S']",4,48,778.5479846836098,3.975137148807162,-2.5488283667768195,0.0,True
mp-541867,CsRe3(O3F5)2,3.0448,"['Cs', 'F', 'O', 'Re']",4,40,725.2764710460957,4.4760541273674725,-2.514525848607758,0.0,True
mp-17621,CsReO4,4.2595,"['Cs', 'O', 'Re']",3,24,490.0218500167384,5.192986466658073,-2.3550851495258627,0.0,True
mp-561681,CsSO3,5.1115,"['Cs', 'O', 'S']",3,20,402.87071972123016,3.5112282886170494,-2.072047674931036,0.0,True
mp-622195,CsSO3F,5.164499999999999,"['Cs', 'F', 'O', 'S']",4,24,490.8854823302559,3.1387390465682703,-2.260123595775863,0.0,True
mp-1195448,CsSb(SO4)2,4.0866,"['Cs', 'O', 'S', 'Sb']",4,48,810.2049250316411,3.662842869434355,-1.9721729020545973,0.0,True
mp-1192790,CsSbH4O5,3.4568000000000003,"['Cs', 'H', 'O', 'Sb']",4,22,295.30034483212535,3.8091047377323255,-1.625798676332289,0.0,True
mp-667360,CsSbOF4,3.5887,"['Cs', 'F', 'O', 'Sb']",4,84,1690.826823259971,4.085385324770196,-2.7511164720935968,0.0,True
mp-1213195,CsSbS(O2F)2,4.6602,"['Cs', 'F', 'O', 'S', 'Sb']",5,36,648.1283546206555,3.9837344542368776,-2.287930070239464,0.0,True
mp-1213159,CsSc(SO4)2,4.188818729987233,"['Cs', 'O', 'S', 'Sc']",4,12,211.5043473676376,2.904796766486806,-2.5130308491379307,0.0,True
mp-1194629,CsSc(SeO3)2,4.1332,"['Cs', 'O', 'Sc', 'Se']",4,40,736.4102002842425,3.894480797632195,-2.1676842156842677,0.0,True
mp-1213157,CsSc(WO4)2,4.142331613487453,"['Cs', 'O', 'Sc', 'W']",4,12,246.6229400131581,4.534994914270385,-2.5970896245545974,0.0,True
mp-1229290,CsSc3H6(Se3O10)2,4.2231,"['Cs', 'H', 'O', 'Sc', 'Se']",5,144,2229.0232965268924,3.181195549191864,-1.9001762446866028,0.0,True
mp-1199276,CsScAs2(HO4)2,3.729,"['As', 'Cs', 'H', 'O', 'Sc']",5,42,630.4150819355516,3.61692509077468,-2.1486627018206077,0.0,True
mp-543046,CsScP2(HO4)2,4.8329,"['Cs', 'H', 'O', 'P', 'Sc']",5,56,753.7381799316797,3.2589592594094325,-2.6988984922457777,0.0,True
mp-1019719,CsSi2BO6,5.258900000000001,"['B', 'Cs', 'O', 'Si']",4,80,1137.3574732651273,3.455917475317502,-3.052513583007184,0.0,True
mp-1226125,CsSi2HO5,4.7013,"['Cs', 'H', 'O', 'Si']",4,36,604.6784794023113,2.9667383134358607,-2.788542796211685,0.0,True
mp-581955,CsSi2SbO7,3.2271,"['Cs', 'O', 'Sb', 'Si']",4,132,2058.3112692617574,4.093430285485644,-2.730482914211076,0.0,True
mp-1213306,CsSm(MoO4)2,3.6663,"['Cs', 'Mo', 'O', 'Sm']",4,24,428.1252182279963,4.678718159510343,-2.536558493304599,0.0,True
mp-1226438,CsSm(PO3)4,5.601100000000001,"['Cs', 'O', 'P', 'Sm']",4,108,1791.8932730741662,3.3313952712688546,-2.9251298096237006,0.0,True
mp-1213147,CsSm(WO4)2,3.473606182823411,"['Cs', 'O', 'Sm', 'W']",4,24,350.53781650456034,7.379867871306469,-2.6382177512212643,0.0,True
mp-9309,CsTa(BO3)2,3.4038,"['B', 'Cs', 'O', 'Ta']",4,20,301.3470721599517,4.755152673753062,-3.013451491032184,0.0,True
mp-559118,CsTa(PO4)2,3.3838000000000004,"['Cs', 'O', 'P', 'Ta']",4,12,210.65021889530877,3.971384591845705,-2.9540270646895173,0.0,True
mp-557186,CsTa2P5O18,3.4652000000000003,"['Cs', 'O', 'P', 'Ta']",4,52,802.5239235270188,3.88030742922932,-2.878914936059083,0.0,True
mp-1225854,CsTaWO6,3.1466000000000003,"['Cs', 'O', 'Ta', 'W']",4,18,292.08657341028453,6.750361600851852,-2.763755162998724,0.0,True
mp-1213293,CsTb(MoO4)2,3.6388,"['Cs', 'Mo', 'O', 'Tb']",4,24,418.67019689548033,4.85232396468566,-2.545005700943488,0.0,True
mp-17128,CsTb(PO3)4,5.3063,"['Cs', 'O', 'P', 'Tb']",4,36,565.8896112707725,3.566563304825899,-2.9250557466607368,0.0,True
mp-1213324,CsTb(WO4)2,3.4158123895340373,"['Cs', 'O', 'Tb', 'W']",4,24,344.16315625999863,7.599212521029094,-2.646164072193487,0.0,True
mp-1213302,CsTbP2O7,5.1362,"['Cs', 'O', 'P', 'Tb']",4,44,767.3731622708376,4.03160376920263,-3.144256431646141,0.0,True
mp-1225829,CsTiAlO4,3.881606589152004,"['Al', 'Cs', 'O', 'Ti']",4,14,270.5433778588714,3.335909654397788,-3.219980293998358,0.0,True
mp-541956,CsTiAsO5,3.0051,"['As', 'Cs', 'O', 'Ti']",4,64,1034.318367186435,4.311462500917382,-2.5401097066235643,0.0,True
mp-41473,CsTiNiOF5,3.1081,"['Cs', 'F', 'Ni', 'O', 'Ti']",5,36,570.891850111243,4.077465707184402,-3.1104964533876123,0.0,True
mp-676448,CsTiZnOF5,3.1448,"['Cs', 'F', 'O', 'Ti', 'Zn']",5,18,292.73336959673594,4.052148221592877,-3.205044006443168,0.0,True
mp-1213346,CsTm(MoO4)2,3.5847,"['Cs', 'Mo', 'O', 'Tm']",4,24,400.2716880678148,5.1584053965777565,-2.5504108574712667,0.0,True
mp-1213213,CsTm(WO4)2,4.736833835147639,"['Cs', 'O', 'Tm', 'W']",4,12,252.58231274780547,5.243061447265943,-2.6535923924712663,0.0,True
mp-1213300,CsTmP2O7,5.2024224941503965,"['Cs', 'O', 'P', 'Tm']",4,44,739.5684083660987,4.273066439708021,-3.1636601251309897,0.0,True
mp-504651,CsVO3,3.1105,"['Cs', 'O', 'V']",3,20,387.56219181813697,3.9734312664873865,-2.415557575431035,0.0,True
mp-1193015,CsVOF4,3.5464,"['Cs', 'F', 'O', 'V']",4,28,545.9489515692186,3.3559404177794465,-2.9486098060221684,0.0,True
mp-1201217,CsVSeO5,3.09770067970975,"['Cs', 'O', 'Se', 'V']",4,32,591.2076154245461,3.851366865099338,-1.9856416221248656,0.0,True
mp-1213231,CsY(MoO4)2,3.9765302688980335,"['Cs', 'Mo', 'O', 'Y']",4,12,271.3761261579557,3.314556855999943,-2.5597402108045983,0.0,True
mp-1195090,CsY(SeO3)2,4.0998,"['Cs', 'O', 'Se', 'Y']",4,40,722.8519686034376,4.371375991124168,-2.195988674184268,0.0,True
mp-1213335,CsY(WO4)2,3.4186000000000005,"['Cs', 'O', 'W', 'Y']",4,24,343.8838710819165,6.929166896250781,-2.6350208708045977,0.0,True
mp-541412,CsYP2O7,5.1175,"['Cs', 'O', 'P', 'Y']",4,44,764.9044389454023,3.4365914723613007,-3.1373896392218983,0.0,True
mp-1195000,CsZn2B3O7,4.0248,"['B', 'Cs', 'O', 'Zn']",4,78,1187.5074098753653,3.424413631669519,-2.500648523499116,0.0,True
mp-699213,CsZn2P2HO8,3.9677,"['Cs', 'H', 'O', 'P', 'Zn']",5,28,406.999300643742,3.710100395182186,-2.3729552664422053,0.0,True
mp-560244,CsZnB(PO4)2,4.9295,"['B', 'Cs', 'O', 'P', 'Zn']",5,26,389.3748843362254,3.403754704796904,-2.658869724469812,0.0,True
mp-557693,CsZnPO4,4.7325,"['Cs', 'O', 'P', 'Zn']",4,56,921.6401072543192,4.227355545902371,-2.507635770435433,0.0,True
mp-555862,CsZr(NO3)5,3.4458,"['Cs', 'N', 'O', 'Zr']",4,88,1376.975531105434,2.576613704198201,-1.3503575888479624,0.0,True
mp-560091,CsZr2(PO4)3,4.306134224906732,"['Cs', 'O', 'P', 'Zr']",4,36,558.0063656411368,3.572603324487537,-3.1800562374213186,0.0,True
mp-1019720,CsZr2Al(PO4)4,4.3384,"['Al', 'Cs', 'O', 'P', 'Zr']",5,96,1547.473554509611,3.0999567029934285,-3.169458895238608,0.0,True
mp-3261,Dy(BO2)3,5.562,"['B', 'Dy', 'O']",3,160,1471.6462822038502,5.25234511406089,-3.1978346946666663,0.0,True
mp-768166,Dy(ClO4)3,5.7623,"['Cl', 'Dy', 'O']",3,32,466.1147494941839,3.283579503598844,-0.9861611582291712,0.0,True
mp-559637,Dy(IO3)3,3.4306,"['Dy', 'I', 'O']",3,52,775.3894587960796,5.886774632461824,-1.4890330972435897,0.0,True
mp-1196716,Dy(NO3)3,3.4144,"['Dy', 'N', 'O']",3,52,674.6177097037662,3.4314087348644184,-1.4549628751282062,0.0,True
mp-771106,Dy(PO3)3,5.7384,"['Dy', 'O', 'P']",3,52,744.6979585026271,3.5624949733118245,-3.019989166391942,0.0,True
mp-1213120,Dy2(MoO4)3,3.9959,"['Dy', 'Mo', 'O']",3,34,568.862277441483,4.6985822423578485,-2.656520687254902,0.0,True
mp-1213482,Dy2(SO4)3,5.8178,"['Dy', 'O', 'S']",3,68,1094.7439053719404,3.720403624952489,-2.661116232107843,0.0,True
mp-769232,Dy2(SeO4)3,3.7761,"['Dy', 'O', 'Se']",3,68,1222.1125790419123,4.097282881672004,-2.0837957935508578,0.0,True
mp-558224,Dy2(TeO3)3,3.2269,"['Dy', 'O', 'Te']",3,112,1708.392173391564,6.623482518944524,-2.472540679434524,0.0,True
mp-20778,Dy2Be2GeO7,4.4691,"['Be', 'Dy', 'Ge', 'O']",4,24,267.6620202355493,6.547064963969532,-3.286430635277777,0.0,True
mp-1213057,Dy2Be2SiO7,5.0899,"['Be', 'Dy', 'O', 'Si']",4,24,258.48616704145826,6.207031027388571,-3.5839822048611105,0.0,True
mp-13038,Dy2C(NO)2,3.9753,"['C', 'Dy', 'N', 'O']",4,7,99.18295088452304,6.64702986578305,-2.3858061754761897,0.0,True
mp-1225362,Dy2CO5,4.455694410903635,"['C', 'Dy', 'O']",3,16,192.58932087047205,7.191027776209773,-3.2597519366666674,0.0,True
mp-1190177,Dy2CoTe2(SO7)2,3.0606,"['Co', 'Dy', 'O', 'S', 'Te']",5,21,296.0487333118801,5.20097754418974,-2.338642240079364,0.0,True
mp-772793,Dy2Ge2O7,3.7422,"['Dy', 'Ge', 'O']",3,44,591.0560556441977,6.543485718848261,-3.059176502575756,0.0,True
mp-28351,Dy2GeO5,4.0049,"['Dy', 'Ge', 'O']",3,32,448.9640266344243,7.066355896772674,-3.3681521113541724,0.0,True
mp-555720,Dy2Hf2(MoO4)7,3.1912000000000003,"['Dy', 'Hf', 'Mo', 'O']",4,78,1364.0649658464758,4.3862029197278725,-2.588494643931624,0.0,True
mp-1213187,Dy2Mo4O15,3.7661,"['Dy', 'Mo', 'O']",3,42,664.5637026888522,4.741270387782633,-2.520972093015871,0.0,True
mp-2345,Dy2O3,3.9255,"['Dy', 'O']",2,40,594.5583725490907,8.333958276713304,-4.005045779666665,0.0,True
mp-12669,Dy2SO2,3.0057,"['Dy', 'O', 'S']",3,5,81.6729219119663,7.910279503638283,-3.5843640301666646,0.0,True
mp-768317,Dy2SiO5,4.5469,"['Dy', 'O', 'Si']",3,32,425.2060805352604,6.765194048121425,-3.814613528229167,0.0,True
mp-768313,Dy2TeO6,3.0066,"['Dy', 'O', 'Te']",3,36,471.5874980814648,7.72680157107556,-3.0235616655555564,0.0,True
mp-752425,Dy2Ti2O7,3.432,"['Dy', 'O', 'Ti']",3,44,513.1132886603589,6.896088373680661,-3.7886477756818175,0.0,True
mp-770816,Dy2TiO5,3.2924000000000007,"['Dy', 'O', 'Ti']",3,32,428.0060138265685,7.0279233526106735,-3.8849242183333175,0.0,True
mp-770559,Dy2WO6,3.623,"['Dy', 'O', 'W']",3,36,447.2370975744021,8.982747432644185,-3.3114420062037024,0.0,True
mp-772195,Dy3Al5O12,4.5685,"['Al', 'Dy', 'O']",3,80,862.222732181438,6.273756355055757,-3.6972129154999975,0.0,True
mp-15576,Dy3Ga5O12,3.3047,"['Dy', 'Ga', 'O']",3,80,927.016315514934,7.3664859631432735,-2.973477162499999,0.0,True
mp-768638,Dy3Sb5O12,3.1578,"['Dy', 'O', 'Sb']",3,40,622.1723452131702,6.876745786170811,-2.6647303907500004,0.0,True
mp-2211594,Dy3SbO7,3.7098,"['Dy', 'O', 'Sb']",3,22,289.53254416446447,8.273152422581067,-3.30264218147727,0.0,True
mp-1213138,Dy3Sc2Al3O12,4.7071000000000005,"['Al', 'Dy', 'O', 'Sc']",4,80,963.0289409861356,5.864987332440511,-3.822609814125,0.0,True
mp-555217,Dy3Se4O12F,3.7411,"['Dy', 'F', 'O', 'Se']",4,40,628.1640195440273,5.362728648357988,-2.483358083718749,0.0,True
mp-16164,Dy3Si3O10F,5.1089,"['Dy', 'F', 'O', 'Si']",4,68,865.4799278507134,5.761648974613646,-3.71828213,0.0,True
